product_id,product_name,category,supplier_id,quantity,unit_price,reorder_level,discontinued,date_added,last_order_date,warehouse_location
P04594,Part,Clothing,174,400,358.33,59,1,2024-09-02,2025-03-07,A1
P04595,Apply,Clothing,153,398,354.67,37,0,2024-08-16,2024-07-03,A1
P04596,Reach,Stationery,142,419,108.75,97,0,2025-06-18,2025-04-12,B2
P04597,Morning,Furniture,175,476,97.73,67,0,2024-06-05,2024-08-16,B2
P04598,Several,Furniture,190,382,325.27,36,0,2023-09-17,2024-08-11,A1
P04599,She,Furniture,172,150,455.89,88,0,2023-11-27,2025-02-05,A1
P04600,Goal,Stationery,120,210,149.34,16,1,2025-04-16,2024-11-09,B2
P04601,Very,Groceries,108,368,320.73,99,0,2025-05-27,2025-03-19,C3
P04602,Miss,Electronics,151,487,393.15,44,1,2024-02-27,2024-10-20,E5
P04603,Always,Clothing,141,422,351.75,36,0,2025-05-19,2024-08-22,A1
P04604,Pick,Groceries,125,149,490.13,52,1,2024-07-12,2024-10-14,E5
P04605,Exactly,Stationery,181,31,439.26,29,0,2024-12-16,2024-12-09,A1
P04606,Term,Stationery,110,439,225.43,48,1,2025-04-28,2025-02-05,D4
P04607,Follow,Groceries,139,261,390.38,79,1,2023-08-14,2024-10-28,E5
P04608,Beautiful,Furniture,184,76,115.07,40,0,2025-02-25,2025-06-14,E5
P04609,Brother,Electronics,192,357,400.6,42,0,2025-05-31,2025-04-26,A1
P04610,Defense,Electronics,114,349,163.81,47,0,2025-01-25,2025-01-20,B2
P04611,Song,Clothing,154,416,144.1,84,0,2024-09-30,2025-02-06,E5
P04612,Value,Stationery,113,174,129.3,27,0,2024-08-13,2024-08-26,B2
P04613,Wish,Electronics,111,449,302.79,40,0,2024-09-23,2025-02-18,E5
P04614,End,Stationery,117,164,424.23,51,0,2024-06-24,2024-08-24,A1
P04615,Nor,Electronics,184,488,63.27,11,1,2024-07-20,2024-09-18,C3
P04616,Prepare,Groceries,197,386,170.29,97,0,2023-08-02,2024-11-08,A1
P04617,Republican,Groceries,113,405,30.01,46,1,2025-06-14,2025-01-09,D4
P04618,Significant,Stationery,190,422,302.02,86,1,2023-09-18,2025-04-08,B2
P04619,Quickly,Stationery,183,57,285.96,18,1,2024-10-10,2025-04-21,C3
P04620,True,Stationery,121,9,273.69,81,1,2023-12-31,2024-10-02,D4
P04621,Administration,Groceries,139,190,275.4,28,0,2025-01-12,2024-08-09,D4
P04622,Bit,Groceries,105,4,47.45,99,1,2023-06-30,2024-12-30,A1
P04623,You,Clothing,106,50,495.22,39,1,2024-08-07,2024-07-09,D4
P04624,Grow,Clothing,157,322,432.78,48,0,2023-10-21,2024-08-19,D4
P04625,Front,Groceries,141,328,328.33,76,1,2024-01-12,2024-11-27,B2
P04626,Air,Clothing,116,97,366.2,95,1,2024-05-21,2025-06-10,D4
P04627,Air,Stationery,108,108,126.84,89,0,2023-12-03,2025-06-04,C3
P04628,Become,Groceries,179,278,334.1,63,0,2024-12-05,2025-02-17,B2
P04629,Movement,Electronics,141,387,203.39,27,0,2024-03-11,2025-05-23,D4
P04630,Institution,Furniture,121,277,497.46,83,1,2024-04-07,2025-01-20,D4
P04631,Town,Groceries,145,465,322.08,40,1,2025-01-31,2025-06-23,B2
P04632,Red,Groceries,124,100,420.51,40,0,2024-08-01,2024-09-17,D4
P04633,Office,Clothing,162,328,88.51,58,0,2024-02-12,2025-03-30,A1
P04634,Price,Furniture,148,344,101.34,51,0,2023-10-05,2024-07-06,E5
P04635,Particularly,Furniture,108,204,447.99,36,1,2025-01-16,2025-03-13,A1
P04636,Bag,Stationery,164,274,385.92,44,1,2024-06-11,2025-04-15,C3
P04637,Bad,Furniture,183,200,330.35,39,0,2024-01-04,2025-01-05,C3
P04638,Act,Stationery,150,408,79.3,25,1,2023-11-21,2025-01-05,C3
P04639,Product,Stationery,143,207,207.11,31,1,2024-06-15,2025-06-06,B2
P04640,Or,Stationery,107,297,153.75,57,0,2025-01-07,2024-11-23,E5
P04641,Lose,Groceries,123,297,187.54,69,0,2024-10-04,2025-02-12,A1
P04642,Doctor,Electronics,190,76,442.96,88,1,2023-10-31,2024-09-14,E5
P04643,Speech,Clothing,105,89,40.11,51,0,2023-11-23,2025-05-19,B2
P04644,Reality,Stationery,132,115,198.7,71,1,2024-01-29,2025-06-12,C3
P04645,Hair,Groceries,176,281,496.45,79,1,2025-04-29,2024-12-09,B2
P04646,Tell,Groceries,145,111,198.13,85,1,2024-11-20,2024-11-10,B2
P04647,According,Furniture,119,302,372.46,73,1,2024-08-21,2024-09-12,A1
P04648,Southern,Electronics,103,309,303.12,20,1,2024-05-28,2025-04-30,A1
P04649,Those,Groceries,137,175,96.57,82,1,2025-03-08,2025-03-22,E5
P04650,Concern,Stationery,109,114,69.48,68,0,2024-10-30,2025-05-10,B2
P04651,Choose,Electronics,137,275,342.73,63,0,2025-02-18,2025-05-17,B2
P04652,Return,Clothing,157,382,286.71,48,0,2024-01-30,2025-05-03,B2
P04653,Get,Clothing,181,110,142.02,16,0,2025-04-02,2024-11-13,E5
P04654,Buy,Clothing,151,359,339.46,58,1,2023-10-25,2025-06-04,A1
P04655,Call,Furniture,151,148,301.29,59,0,2025-02-04,2025-06-04,D4
P04656,If,Stationery,134,224,471.97,70,1,2024-08-16,2024-10-28,D4
P04657,Service,Groceries,113,401,268.25,88,1,2024-08-02,2025-04-10,E5
P04658,City,Clothing,153,67,483.62,72,1,2024-10-29,2024-07-03,A1
P04659,Green,Clothing,197,67,12.96,62,0,2024-09-12,2024-09-22,E5
P04660,A,Groceries,135,443,470.4,52,1,2024-12-09,2025-03-21,B2
P04661,Western,Electronics,184,147,250.72,40,0,2025-05-04,2024-09-09,E5
P04662,Cut,Clothing,163,484,19.1,59,1,2024-08-03,2024-12-22,D4
P04663,Would,Electronics,160,432,374.97,15,1,2023-10-03,2025-04-26,C3
P04664,Kitchen,Clothing,101,293,151.21,61,1,2025-01-09,2025-06-13,C3
P04665,Young,Stationery,106,251,283.65,97,0,2024-03-10,2025-04-25,D4
P04666,Student,Furniture,128,120,87.88,47,0,2025-05-18,2024-11-28,D4
P04667,Discuss,Clothing,167,116,9.61,87,0,2024-11-10,2025-03-04,C3
P04668,Nothing,Furniture,154,106,217.72,89,1,2024-02-15,2024-10-27,A1
P04669,Catch,Stationery,119,15,314.97,21,1,2023-08-12,2025-05-10,B2
P04670,Wife,Electronics,174,432,439.36,38,1,2024-09-14,2024-07-05,B2
P04671,When,Stationery,180,429,154.22,49,1,2025-02-08,2025-04-08,E5
P04672,Garden,Electronics,164,402,316.82,72,1,2025-03-12,2025-03-04,B2
P04673,Owner,Clothing,171,486,184.91,65,0,2024-05-08,2025-03-01,D4
P04674,Challenge,Groceries,113,255,192.56,76,1,2024-07-04,2025-01-30,C3
P04675,Discover,Furniture,135,285,255.53,84,0,2024-03-27,2025-03-15,A1
P04676,Know,Stationery,154,340,222.35,77,1,2025-02-19,2024-12-08,D4
P04677,Determine,Groceries,152,252,476.06,91,1,2023-12-16,2024-12-24,C3
P04678,Name,Clothing,170,166,448.11,93,0,2025-03-04,2025-01-30,D4
P04679,Add,Groceries,167,74,81.57,89,1,2024-11-08,2025-06-05,D4
P04680,Character,Stationery,151,67,138.53,83,0,2025-04-26,2025-04-04,E5
P04681,Plan,Groceries,174,9,453.92,90,0,2024-03-30,2024-07-02,D4
P04682,Tax,Groceries,130,477,88.44,92,1,2024-03-23,2024-07-06,E5
P04683,Food,Furniture,106,365,428.8,21,0,2023-12-05,2025-04-11,E5
P04684,Yes,Groceries,107,188,258.7,86,0,2024-01-30,2024-08-14,D4
P04685,Morning,Clothing,194,444,248.93,59,1,2023-12-28,2025-01-21,B2
P04686,Fact,Clothing,106,201,353.33,84,0,2024-01-29,2025-04-29,B2
P04687,Language,Clothing,132,466,114.76,76,1,2025-05-07,2024-10-20,A1
P04688,War,Electronics,107,198,406.85,96,0,2025-02-15,2025-06-01,C3
P04689,Available,Clothing,114,323,420.01,62,0,2023-10-11,2024-09-16,A1
P04690,South,Clothing,150,278,259.51,86,0,2025-03-30,2024-08-22,A1
P04691,Base,Stationery,145,50,225.51,30,1,2023-09-14,2024-08-18,D4
P04692,Age,Electronics,178,498,179.85,29,0,2023-10-30,2024-08-09,A1
P04693,Democratic,Groceries,190,364,390.89,69,1,2023-11-02,2024-10-03,E5
P04694,Author,Groceries,133,280,292.33,77,0,2024-04-29,2024-10-07,B2
P04695,Budget,Furniture,107,448,5.78,32,0,2024-11-08,2025-06-11,D4
P04696,Read,Clothing,140,123,326.36,70,1,2023-10-31,2024-07-15,C3
P04697,Work,Electronics,116,148,392.15,100,1,2023-09-16,2024-12-07,D4
P04698,Hot,Furniture,188,148,472.86,97,0,2024-12-05,2025-03-20,E5
P04699,Must,Groceries,147,195,421.57,10,0,2023-07-22,2025-03-22,A1
P04700,South,Electronics,143,339,122.09,58,0,2024-07-26,2024-07-20,D4
P04701,Money,Electronics,137,194,274.34,46,1,2024-10-12,2024-09-24,A1
P04702,Pull,Groceries,188,438,254.39,72,1,2023-09-19,2024-08-21,B2
P04703,House,Clothing,124,209,442.42,96,0,2024-03-11,2025-03-09,A1
P04704,National,Stationery,109,92,344.44,59,0,2024-03-11,2024-10-24,A1
P04705,Chance,Groceries,143,356,466.62,62,0,2024-01-21,2025-03-09,C3
P04706,Performance,Electronics,102,27,111.92,31,0,2025-02-15,2024-12-27,C3
P04707,Song,Clothing,180,194,124.73,60,0,2024-07-19,2024-12-23,A1
P04708,Change,Stationery,142,337,168.74,85,1,2024-08-18,2024-08-25,D4
P04709,Our,Electronics,127,168,438.95,36,1,2025-06-18,2024-09-29,C3
P04710,Early,Clothing,112,179,212.0,72,1,2023-11-20,2025-06-14,D4
P04711,Entire,Electronics,113,391,83.09,53,0,2025-06-20,2025-02-26,E5
P04712,Property,Clothing,125,171,142.33,100,0,2024-04-17,2025-04-09,C3
P04713,Tough,Groceries,114,237,157.22,10,0,2025-04-28,2025-06-15,C3
P04714,Nearly,Furniture,174,449,66.0,83,1,2025-01-04,2025-01-19,C3
P04715,Commercial,Groceries,104,275,129.64,16,0,2025-05-20,2025-04-20,C3
P04716,She,Groceries,155,465,421.38,48,0,2025-05-07,2024-07-08,A1
P04717,Eat,Stationery,105,448,363.64,54,0,2025-04-21,2025-03-28,C3
P04718,Great,Furniture,191,23,460.83,78,0,2024-08-31,2025-06-23,C3
P04719,Certain,Groceries,119,16,213.16,18,0,2023-10-28,2024-12-04,C3
P04720,Business,Stationery,165,210,454.99,97,0,2024-07-04,2024-11-15,B2
P04721,Poor,Stationery,169,408,307.56,39,0,2023-08-10,2025-03-18,C3
P04722,At,Clothing,109,20,315.52,26,1,2025-05-20,2024-07-15,B2
P04723,Executive,Stationery,103,150,102.21,66,1,2024-06-18,2024-07-19,D4
P04724,Always,Stationery,177,12,231.87,53,0,2024-12-19,2024-12-29,E5
P04725,Happen,Furniture,144,430,295.55,96,0,2025-03-27,2024-12-28,A1
P04726,Hour,Groceries,143,474,495.94,61,1,2024-03-23,2025-03-14,B2
P04727,Item,Stationery,191,56,453.83,58,0,2025-03-04,2025-03-02,A1
P04728,Activity,Stationery,161,36,80.81,56,1,2023-10-19,2024-07-31,C3
P04729,Stay,Groceries,151,284,329.42,96,0,2024-07-30,2025-02-16,B2
P04730,Scene,Stationery,196,266,433.78,64,1,2025-03-03,2024-11-28,A1
P04731,Movie,Electronics,165,393,165.03,11,0,2024-12-16,2025-02-26,D4
P04732,Dinner,Groceries,159,211,344.82,85,0,2024-04-21,2025-03-24,E5
P04733,Industry,Clothing,112,297,187.28,11,0,2025-04-04,2024-12-28,E5
P04734,Simply,Electronics,169,493,413.52,55,0,2025-05-28,2025-02-24,C3
P04735,Difficult,Electronics,144,209,241.89,94,0,2023-07-03,2024-09-02,A1
P04736,Less,Electronics,112,142,29.03,83,1,2025-04-05,2024-08-10,D4
P04737,Pm,Electronics,190,72,293.01,32,1,2025-06-14,2025-03-11,A1
P04738,Condition,Clothing,194,446,344.42,50,1,2024-03-13,2025-01-07,E5
P04739,Audience,Stationery,101,353,206.37,54,1,2024-10-03,2024-07-25,C3
P04740,Expert,Furniture,147,371,486.44,100,1,2025-05-02,2024-10-07,E5
P04741,Exist,Electronics,169,365,173.16,58,0,2024-12-28,2024-12-18,D4
P04742,Thing,Clothing,131,14,112.52,73,0,2024-10-14,2025-05-04,D4
P04743,Meeting,Groceries,109,53,330.75,39,0,2024-04-11,2024-07-16,D4
P04744,Ability,Clothing,195,449,40.93,53,0,2024-10-20,2025-01-09,C3
P04745,Glass,Furniture,134,28,445.11,63,0,2024-11-24,2024-09-28,B2
P04746,Kind,Stationery,118,434,468.71,29,0,2024-11-08,2024-10-25,B2
P04747,Learn,Groceries,123,250,124.32,38,1,2024-04-11,2025-05-26,C3
P04748,Oil,Clothing,199,201,364.86,95,0,2025-01-12,2025-02-10,C3
P04749,Man,Stationery,198,291,172.86,80,0,2025-02-07,2025-01-05,A1
P04750,Parent,Groceries,132,302,499.77,73,1,2024-12-18,2024-12-07,E5
P04751,To,Groceries,121,415,204.19,82,1,2024-09-20,2024-07-30,A1
P04752,Foreign,Furniture,178,86,451.6,12,1,2024-10-20,2024-12-31,D4
P04753,Stage,Furniture,191,246,401.77,35,1,2023-12-02,2025-03-10,A1
P04754,Level,Stationery,189,447,389.34,91,1,2024-11-21,2024-07-29,B2
P04755,Business,Stationery,197,40,432.32,50,1,2024-01-30,2025-01-13,D4
P04756,Follow,Clothing,117,122,73.77,50,1,2024-04-05,2025-03-06,B2
P04757,Husband,Furniture,189,290,48.06,94,1,2024-12-22,2025-03-25,C3
P04758,Hair,Clothing,103,135,233.19,88,1,2025-02-20,2025-03-06,E5
P04759,Area,Furniture,116,403,473.65,44,0,2024-07-01,2025-04-30,A1
P04760,Movie,Stationery,186,89,480.31,31,0,2024-05-07,2024-07-15,B2
P04761,Deep,Clothing,197,243,452.2,55,1,2024-12-16,2024-08-19,B2
P04762,Beyond,Groceries,193,452,234.07,93,1,2024-12-11,2025-02-23,D4
P04763,As,Groceries,145,451,206.05,78,1,2023-10-20,2025-06-16,B2
P04764,Fund,Stationery,112,135,372.38,91,1,2024-01-04,2025-04-13,E5
P04765,Above,Groceries,126,292,93.54,78,1,2024-04-13,2025-01-10,E5
P04766,Hand,Stationery,102,212,276.23,21,1,2023-08-08,2024-07-11,A1
P04767,Support,Groceries,145,327,198.14,41,1,2024-11-25,2024-11-14,D4
P04768,Agent,Clothing,146,478,327.08,49,1,2024-10-19,2025-06-06,B2
P04769,That,Furniture,174,316,58.66,86,0,2024-04-24,2024-07-24,B2
P04770,High,Groceries,180,97,29.38,95,0,2023-08-07,2024-11-17,C3
P04771,School,Furniture,146,419,239.13,35,0,2025-01-01,2024-08-15,E5
P04772,Hair,Groceries,158,264,135.45,48,0,2025-05-03,2025-06-12,B2
P04773,Address,Electronics,122,474,403.57,82,1,2024-04-26,2024-07-15,C3
P04774,Idea,Stationery,154,209,129.88,41,1,2024-08-22,2024-11-03,D4
P04775,Girl,Electronics,197,109,420.41,76,0,2023-08-03,2024-07-14,E5
P04776,Nature,Clothing,196,315,402.81,52,1,2023-09-04,2024-11-12,D4
P04777,Million,Furniture,164,43,66.32,69,0,2023-11-19,2025-01-31,A1
P04778,Vote,Clothing,199,43,223.75,12,1,2024-09-17,2024-07-29,A1
P04779,Or,Furniture,160,185,266.71,66,0,2023-07-18,2024-07-06,A1
P04780,Leave,Furniture,134,327,179.9,76,1,2025-03-20,2024-08-24,E5
P04781,Rich,Groceries,165,404,431.95,19,1,2025-05-02,2025-03-02,D4
P04782,Focus,Electronics,136,210,283.84,71,0,2024-09-04,2025-06-09,B2
P04783,More,Groceries,174,499,256.94,31,1,2023-07-16,2024-10-26,A1
P04784,Respond,Clothing,195,55,384.64,38,1,2023-12-17,2025-05-24,A1
P04785,Lose,Stationery,101,467,417.55,45,1,2025-05-18,2024-08-14,E5
P04786,Region,Groceries,106,160,320.38,16,0,2023-12-03,2024-10-30,A1
P04787,Or,Furniture,157,76,165.64,83,0,2025-05-29,2025-05-03,D4
P04788,Eye,Electronics,153,490,311.29,67,0,2023-11-25,2024-10-13,D4
P04789,Effort,Clothing,159,191,436.1,100,0,2024-11-21,2024-10-11,C3
P04790,Per,Stationery,138,397,372.05,83,0,2025-02-18,2025-01-29,A1
P04791,Administration,Groceries,181,28,444.09,95,1,2024-02-03,2024-12-07,A1
P04792,Local,Stationery,131,292,209.28,72,1,2024-12-06,2025-03-26,A1
P04793,Have,Electronics,195,272,175.24,43,0,2023-11-09,2024-07-25,B2
P04794,Smile,Groceries,197,495,258.94,36,1,2024-03-11,2024-11-15,E5
P04795,Scene,Electronics,116,456,486.72,83,1,2025-02-18,2024-07-20,A1
P04796,Loss,Clothing,197,257,5.24,63,1,2023-10-04,2024-12-13,C3
P04797,Loss,Stationery,174,125,352.76,33,0,2024-02-21,2025-06-16,C3
P04798,Author,Clothing,170,134,297.46,38,1,2023-11-30,2024-12-10,E5
P04799,Girl,Groceries,149,489,133.9,36,0,2023-06-30,2025-06-23,B2
P04800,Hair,Electronics,168,139,202.35,67,0,2024-10-17,2024-11-09,E5
P04801,Early,Stationery,144,201,416.04,90,1,2023-12-07,2025-05-23,B2
P04802,Very,Furniture,161,97,115.02,75,0,2024-07-06,2025-05-07,D4
P04803,Better,Groceries,134,402,105.94,27,1,2023-07-19,2024-09-23,A1
P04804,Again,Furniture,152,274,301.69,44,1,2023-12-19,2024-11-05,E5
P04805,His,Groceries,199,118,215.87,40,0,2024-03-29,2024-10-16,B2
P04806,Bring,Furniture,123,275,17.6,36,1,2024-03-16,2025-01-17,B2
P04807,Word,Stationery,100,458,352.07,38,0,2024-12-18,2024-12-15,E5
P04808,Couple,Electronics,114,25,317.6,36,0,2024-09-12,2024-10-17,D4
P04809,Laugh,Groceries,106,54,36.71,68,0,2025-03-06,2024-12-27,B2
P04810,Power,Furniture,132,411,416.33,72,0,2023-09-20,2024-12-17,C3
P04811,Deep,Clothing,139,286,449.82,63,0,2023-10-20,2025-05-18,C3
P04812,But,Groceries,144,346,15.19,100,0,2023-09-05,2024-08-06,D4
P04813,Almost,Electronics,151,44,76.35,54,0,2023-10-10,2024-08-12,B2
P04814,Born,Electronics,143,368,145.89,46,1,2024-04-15,2025-03-28,B2
P04815,Hospital,Electronics,135,128,272.05,96,1,2024-10-23,2025-02-18,D4
P04816,Risk,Furniture,174,10,143.21,72,0,2023-07-15,2025-05-12,A1
P04817,Strong,Clothing,196,406,377.11,92,0,2024-12-30,2024-12-21,A1
P04818,End,Clothing,128,137,496.18,78,0,2024-04-29,2025-05-15,A1
P04819,Capital,Clothing,137,357,150.71,79,0,2023-12-30,2025-01-24,E5
P04820,Natural,Clothing,104,49,310.12,33,0,2024-08-01,2024-11-16,D4
P04821,Explain,Groceries,140,225,459.26,34,0,2024-05-08,2024-12-05,C3
P04822,Various,Furniture,118,162,168.44,35,1,2024-04-23,2025-03-27,A1
P04823,Situation,Electronics,194,336,125.69,22,1,2025-03-01,2024-12-26,B2
P04824,Bring,Electronics,190,36,62.57,20,0,2023-09-02,2025-02-06,A1
P04825,Government,Groceries,127,318,138.56,77,1,2024-09-20,2024-11-05,A1
P04826,Surface,Groceries,137,435,325.81,38,1,2024-05-03,2024-11-02,C3
P04827,The,Clothing,129,81,97.36,94,1,2023-11-17,2024-07-13,A1
P04828,Down,Groceries,138,395,159.51,37,1,2023-09-16,2024-10-02,C3
P04829,Theory,Furniture,150,261,22.06,14,1,2024-05-19,2024-11-08,E5
P04830,The,Groceries,159,316,220.55,29,0,2023-07-18,2025-06-18,B2
P04831,Ground,Groceries,149,392,183.93,80,0,2024-11-12,2024-08-25,D4
P04832,Them,Clothing,111,195,39.51,52,0,2023-12-02,2025-02-14,A1
P04833,Agree,Furniture,113,365,362.52,68,1,2023-08-18,2024-07-11,B2
P04834,Necessary,Groceries,130,374,185.3,50,1,2023-06-30,2025-04-06,A1
P04835,Travel,Stationery,180,196,385.66,96,1,2025-03-25,2024-06-29,A1
P04836,Consumer,Clothing,132,450,465.4,84,0,2024-06-18,2024-09-04,B2
P04837,Production,Groceries,121,242,368.41,66,0,2024-09-05,2024-11-23,D4
P04838,Authority,Electronics,112,307,327.68,29,0,2024-02-21,2025-01-04,E5
P04839,Another,Stationery,174,132,11.58,20,1,2023-07-24,2024-09-27,C3
P04840,Require,Groceries,177,219,136.33,82,1,2025-02-22,2024-09-14,B2
P04841,Under,Electronics,108,222,454.46,31,0,2024-09-20,2025-06-23,D4
P04842,Another,Stationery,107,461,14.92,58,0,2024-06-08,2024-12-20,E5
P04843,Congress,Clothing,191,128,329.67,73,1,2025-05-21,2024-10-11,D4
P04844,List,Stationery,127,286,90.42,26,0,2025-04-27,2025-05-28,E5
P04845,Outside,Furniture,126,67,38.26,29,1,2023-12-27,2024-06-24,C3
P04846,Share,Furniture,147,140,161.36,66,1,2025-05-27,2024-12-07,D4
P04847,Note,Stationery,149,218,295.06,78,0,2024-12-14,2025-04-01,E5
P04848,Hear,Groceries,145,469,10.92,13,1,2023-12-21,2025-05-08,E5
P04849,Great,Clothing,124,361,183.27,48,1,2025-03-05,2024-10-24,D4
P04850,Road,Furniture,108,445,236.09,80,1,2024-05-12,2025-02-20,D4
P04851,Reason,Furniture,122,169,98.17,10,0,2023-12-26,2024-09-06,B2
P04852,Your,Clothing,185,287,259.82,84,0,2023-10-16,2025-03-15,B2
P04853,True,Groceries,189,102,410.87,71,1,2024-01-22,2024-10-07,C3
P04854,Step,Clothing,167,431,330.46,98,1,2024-09-14,2025-04-01,E5
P04855,Data,Clothing,130,135,395.85,10,0,2024-07-16,2024-09-28,E5
P04856,Organization,Stationery,175,462,384.0,94,0,2024-03-09,2024-11-02,A1
P04857,Key,Electronics,182,429,123.25,77,0,2025-06-12,2025-05-10,B2
P04858,Despite,Groceries,123,348,310.48,29,0,2024-03-27,2025-03-28,E5
P04859,Response,Groceries,173,2,94.9,64,0,2024-12-16,2025-04-26,A1
P04860,Production,Electronics,146,92,367.05,72,1,2025-05-25,2024-12-14,D4
P04861,Final,Furniture,123,296,313.4,46,1,2024-04-06,2024-09-22,B2
P04862,Step,Clothing,181,75,270.71,38,1,2024-04-02,2024-12-04,D4
P04863,Happen,Groceries,146,399,19.17,45,0,2023-07-19,2025-01-08,A1
P04864,Oil,Electronics,114,16,35.2,44,1,2025-01-31,2024-08-24,C3
P04865,Create,Stationery,134,466,357.42,14,1,2024-04-22,2024-12-21,C3
P04866,Two,Electronics,129,278,126.35,57,1,2023-09-02,2025-03-13,D4
P04867,Growth,Electronics,160,9,221.17,16,0,2024-07-03,2024-08-17,A1
P04868,Push,Clothing,174,342,470.64,51,0,2024-05-08,2025-04-30,E5
P04869,Left,Clothing,119,205,89.98,63,0,2025-04-18,2024-11-01,C3
P04870,Minute,Furniture,199,112,496.63,97,0,2023-10-14,2025-03-24,B2
P04871,Cultural,Clothing,156,391,29.77,14,0,2023-08-11,2024-10-31,C3
P04872,Up,Clothing,172,116,174.46,71,1,2023-08-05,2024-07-23,B2
P04873,Course,Electronics,119,1,342.92,72,0,2024-02-16,2024-12-10,E5
P04874,Whatever,Groceries,176,161,297.88,77,0,2024-10-04,2024-10-28,A1
P04875,Son,Clothing,164,159,297.89,56,0,2025-04-03,2024-11-30,E5
P04876,Account,Electronics,153,451,246.52,35,0,2024-04-07,2025-05-10,D4
P04877,Want,Electronics,111,116,74.82,28,0,2024-11-26,2025-06-22,E5
P04878,Instead,Stationery,131,225,247.48,56,0,2024-03-16,2024-11-04,B2
P04879,Skin,Groceries,198,247,217.03,26,1,2023-12-24,2025-04-01,B2
P04880,Huge,Electronics,121,352,39.14,74,1,2024-04-15,2025-01-08,D4
P04881,Law,Stationery,188,465,182.43,94,0,2024-05-14,2025-03-29,B2
P04882,Pass,Stationery,187,254,240.15,33,1,2024-11-03,2025-02-09,D4
P04883,Partner,Groceries,132,422,444.97,86,0,2024-02-02,2025-01-13,A1
P04884,Nothing,Furniture,128,5,400.0,49,0,2025-05-17,2025-06-06,E5
P04885,Performance,Clothing,133,133,487.07,55,1,2023-08-26,2024-07-14,A1
P04886,Item,Clothing,102,485,190.52,64,1,2024-02-14,2025-02-02,A1
P04887,Religious,Stationery,109,47,404.21,93,1,2025-01-05,2024-06-24,B2
P04888,Avoid,Furniture,178,258,402.33,12,0,2024-05-08,2024-07-27,C3
P04889,Use,Stationery,181,1,131.34,21,0,2023-12-21,2024-12-04,A1
P04890,Always,Furniture,173,264,205.96,27,1,2023-10-04,2025-01-16,A1
P04891,Board,Stationery,110,370,295.77,17,0,2024-01-26,2024-11-15,A1
P04892,Behind,Clothing,189,388,161.0,33,1,2024-03-09,2024-09-14,E5
P04893,City,Groceries,152,360,437.85,80,1,2025-03-23,2024-10-26,D4
P04894,Affect,Furniture,186,319,308.56,20,1,2024-09-27,2024-08-08,C3
P04895,It,Groceries,178,483,194.72,51,0,2024-03-14,2025-06-01,D4
P04896,Natural,Electronics,137,473,414.98,56,1,2023-12-01,2024-07-09,C3
P04897,Traditional,Clothing,166,368,276.87,28,1,2024-06-19,2024-08-06,C3
P04898,Score,Groceries,150,332,468.44,15,0,2024-08-07,2024-12-29,A1
P04899,Maintain,Clothing,162,186,369.49,21,1,2025-04-23,2025-02-17,E5
P04900,Professor,Furniture,174,186,252.29,69,1,2023-07-31,2024-12-30,A1
P04901,Left,Stationery,181,215,45.98,18,1,2023-11-20,2024-12-02,D4
P04902,Second,Clothing,124,467,47.51,93,0,2024-12-23,2025-03-05,D4
P04903,Condition,Clothing,148,463,439.95,17,1,2025-04-27,2024-10-29,C3
P04904,Almost,Stationery,196,395,310.19,16,1,2024-01-17,2025-05-23,D4
P04905,Recognize,Clothing,170,193,449.29,74,1,2024-09-19,2024-09-06,D4
P04906,Top,Furniture,118,181,489.6,65,0,2025-02-18,2024-07-11,D4
P04907,Method,Furniture,192,331,254.65,94,0,2024-08-01,2024-12-18,A1
P04908,Lay,Groceries,158,361,86.22,75,0,2024-03-13,2024-08-11,D4
P04909,Deal,Stationery,149,81,143.82,89,0,2023-11-27,2024-10-09,D4
P04910,Shake,Clothing,128,249,149.53,77,1,2025-06-16,2024-12-31,B2
P04911,Appear,Groceries,198,116,377.49,22,1,2024-04-05,2025-01-24,E5
P04912,Official,Furniture,124,396,45.48,92,1,2025-05-21,2025-06-19,B2
P04913,About,Clothing,136,404,146.53,98,1,2024-12-05,2024-08-16,E5
P04914,Phone,Groceries,123,331,413.28,57,1,2023-08-28,2025-03-28,E5
P04915,Feel,Electronics,179,36,37.6,22,1,2023-12-15,2025-05-28,A1
P04916,Not,Groceries,185,254,432.61,65,1,2024-02-22,2024-12-04,C3
P04917,Yeah,Clothing,187,191,181.51,81,0,2023-12-23,2024-09-12,B2
P04918,Sea,Furniture,166,451,425.13,24,1,2024-08-20,2024-08-08,B2
P04919,Later,Furniture,138,405,255.51,26,0,2024-11-30,2024-10-14,E5
P04920,Something,Stationery,110,243,135.05,43,1,2023-11-09,2025-05-01,B2
P04921,Year,Electronics,155,387,346.26,40,1,2025-05-04,2024-10-27,E5
P04922,Since,Groceries,157,55,392.37,50,0,2023-07-11,2024-07-07,C3
P04923,Seem,Electronics,176,285,205.01,19,1,2025-03-20,2025-01-08,B2
P04924,Agreement,Clothing,173,29,73.11,63,1,2024-07-29,2025-04-13,D4
P04925,Third,Groceries,104,449,339.34,27,0,2023-12-25,2024-12-10,B2
P04926,Say,Groceries,103,5,54.24,96,1,2025-05-10,2025-05-23,E5
P04927,Address,Clothing,138,137,291.85,33,1,2024-07-17,2025-05-29,A1
P04928,Public,Stationery,155,235,431.79,39,0,2025-03-19,2024-09-02,A1
